22.56	42.06	27.51	42.20	17.00	16.55	29.02	19.21	12.21	43.27	38.01	30.81	31.38	0.00	22.00	11.00	41.01	30.36	57.01	13.00	21.38	28.43	42.19	51.48	55.58	53.54	23.71	7.07	33.02	13.45	21.02	51.40	43.86	36.50	13.00	16.55	26.25	20.10	34.44	40.61	35.34	
27.80	53.15	40.46	42.72	27.80	37.66	37.01	13.89	13.89	36.06	23.77	10.63	27.66	22.00	0.00	33.00	46.07	31.78	53.01	9.00	43.19	47.54	56.85	58.67	56.75	45.54	23.71	24.04	49.09	32.57	36.36	36.36	40.20	45.61	20.81	9.90	47.68	42.05	17.49	32.14	32.76	
27.20	40.05	26.08	46.07	20.25	8.06	30.68	28.64	22.14	50.21	47.41	41.59	38.18	11.00	33.00	0.00	42.72	35.23	61.91	24.00	10.77	21.10	37.64	51.16	58.19	60.21	30.41	12.21	28.16	10.20	19.10	60.54	49.41	36.35	20.00	26.93	16.12	9.22	44.60	48.17	41.23	
19.42	14.04	18.03	9.00	24.02	37.58	12.17	32.20	35.17	23.54	35.51	44.69	20.52	41.01	46.07	42.72	0.00	14.42	23.32	42.72	50.09	32.53	23.54	12.81	15.65	28.28	22.36	34.06	24.41	32.57	24.17	41.23	17.03	8.60	29.27	36.77	42.01	44.29	39.70	25.63	16.64	
8.06	24.60	18.25	12.04	15.00	32.56	10.00	18.03	22.02	16.55	23.09	30.41	7.28	30.36	31.78	35.23	14.42	0.00	26.83	29.27	44.60	32.89	31.78	27.20	26.02	25.61	8.25	24.17	28.07	26.17	20.59	32.06	14.21	16.55	17.46	22.80	39.96	39.62	26.08	16.28	6.71	
34.89	36.40	40.36	16.28	41.68	58.41	32.56	41.44	47.30	17.26	32.57	46.87	26.48	57.01	53.01	61.91	23.32	26.83	0.00	53.60	70.80	55.44	46.24	28.07	13.15	11.31	33.53	50.99	47.71	52.43	45.34	29.73	13.34	31.91	44.01	46.39	64.35	65.44	39.29	21.38	21.84	
23.41	47.71	34.06	41.11	21.40	28.86	32.20	12.17	7.62	37.64	28.43	18.38	27.17	13.00	9.00	24.00	42.72	29.27	53.60	0.00	34.23	39.36	50.21	54.78	55.23	47.76	21.10	15.65	41.87	24.17	29.07	41.77	40.31	40.71	14.42	7.28	38.83	33.06	23.43	34.18	32.06	
36.77	44.72	32.31	54.64	29.70	12.53	38.59	39.40	32.89	60.21	58.14	52.17	48.27	21.38	43.19	10.77	50.09	44.60	70.80	34.23	0.00	22.02	40.01	56.75	65.74	70.01	40.61	22.83	31.06	18.44	25.94	71.20	58.80	42.72	30.53	37.64	12.65	6.08	55.36	58.41	50.91	
27.29	23.77	15.26	39.41	22.02	13.04	23.71	37.48	33.84	49.40	53.15	53.15	39.05	28.43	47.54	21.10	32.53	32.89	55.44	39.36	22.02	0.00	18.00	36.25	47.63	57.71	33.14	23.71	9.49	15.26	13.04	64.33	45.65	24.08	27.66	38.60	10.44	16.12	53.08	49.04	39.56	
30.41	9.85	16.40	32.39	29.07	29.83	22.14	44.10	43.19	46.00	54.82	59.54	39.05	42.19	56.85	37.64	23.54	31.78	46.24	50.21	40.01	18.00	0.00	21.21	35.51	51.79	36.25	35.81	9.49	29.07	21.40	63.20	40.20	16.00	36.12	47.01	28.16	34.06	57.01	47.17	37.22	
31.38	12.53	25.08	19.72	34.71	44.72	22.80	44.78	47.17	34.44	47.80	57.49	33.24	51.48	58.67	51.16	12.81	27.20	28.07	54.78	56.75	36.25	21.21	0.00	15.52	36.50	34.99	44.41	26.83	41.05	32.06	52.00	27.31	15.03	40.80	49.19	46.62	50.70	52.35	37.22	29.07	
33.14	25.81	33.62	14.14	38.83	53.23	27.51	43.57	48.04	24.84	40.22	52.80	29.12	55.58	56.75	58.19	15.65	26.02	13.15	55.23	65.74	47.63	35.51	15.52	0.00	23.26	34.13	48.84	38.90	48.10	39.81	40.80	18.03	23.60	43.10	48.51	57.43	59.94	46.14	28.60	24.04	
33.24	42.30	42.49	19.42	40.31	58.14	34.00	35.85	42.49	10.30	23.09	38.01	22.20	53.54	45.54	60.21	28.28	25.61	11.31	47.76	70.01	57.71	51.79	36.50	23.26	0.00	30.00	48.41	51.26	51.66	46.04	18.44	12.08	36.14	40.80	40.50	65.46	65.19	30.07	13.60	19.10	
6.08	30.61	20.62	20.02	11.70	29.53	14.42	9.85	14.04	19.85	20.02	23.60	7.81	23.71	23.71	30.41	22.36	8.25	33.53	21.10	40.61	33.14	36.25	34.99	34.13	30.00	0.00	18.44	30.59	22.83	20.10	31.62	20.25	22.67	10.82	14.56	38.28	36.36	20.88	17.80	11.70	
16.16	35.11	20.62	35.74	10.05	14.00	22.00	16.76	11.00	38.29	35.34	31.00	26.25	7.07	24.04	12.21	34.06	24.17	50.99	15.65	22.83	23.71	35.81	44.41	48.84	48.41	18.44	0.00	26.91	8.54	14.42	48.37	38.08	29.43	7.81	16.00	24.02	19.65	32.98	36.07	29.68	
24.52	14.32	10.05	32.20	21.47	20.40	18.11	37.16	35.23	43.93	50.25	52.92	35.00	33.02	49.09	28.16	24.41	28.07	47.71	41.87	31.06	9.49	9.49	26.83	38.90	51.26	30.59	26.91	0.00	19.72	12.81	60.13	39.22	15.81	28.30	39.45	19.92	25.02	51.42	44.28	34.37	
18.44	30.27	16.00	36.36	11.40	6.71	20.62	24.08	19.24	42.01	41.76	39.12	30.23	13.45	32.57	10.20	32.57	26.17	52.43	24.17	18.44	15.26	29.07	41.05	48.10	51.66	22.83	8.54	19.72	0.00	9.00	54.23	40.36	26.17	14.14	24.19	16.12	13.60	40.31	40.50	32.56	
14.32	21.38	7.00	29.07	9.22	13.42	12.81	25.00	22.47	37.12	40.11	40.80	26.25	21.02	36.36	19.10	24.17	20.59	45.34	29.07	25.94	13.04	21.40	32.06	39.81	46.04	20.10	14.42	12.81	9.00	0.00	51.42	34.21	17.26	15.65	26.83	19.42	20.25	40.20	36.40	27.29	
37.11	54.74	50.25	32.57	43.32	60.93	42.05	32.20	39.20	17.72	13.45	26.40	25.32	51.40	36.36	60.54	41.23	32.06	29.73	41.77	71.20	64.33	63.20	52.00	40.80	18.44	31.62	48.37	60.13	54.23	51.42	0.00	24.70	47.27	40.71	35.38	69.89	67.54	18.87	16.03	26.02	
22.20	31.00	30.41	8.06	29.21	46.67	21.95	28.16	33.96	7.21	22.20	35.11	13.15	43.86	40.20	49.41	17.03	14.21	13.34	40.31	58.80	45.65	40.20	27.31	18.03	12.08	20.25	38.08	39.22	40.36	34.21	24.70	0.00	24.33	30.87	33.14	53.60	53.74	28.18	10.63	8.54	
17.80	8.06	10.44	16.76	19.92	30.36	8.60	31.89	33.12	30.00	39.56	46.23	23.77	36.50	45.61	36.35	8.60	16.55	31.91	40.71	42.72	24.08	16.00	15.03	23.60	36.14	22.67	29.43	15.81	26.17	17.26	47.27	24.33	0.00	26.40	35.81	33.84	36.77	42.54	31.26	21.38	
10.00	33.29	19.80	29.43	7.07	20.62	18.03	10.00	7.07	30.61	27.86	25.50	18.60	13.00	20.81	20.00	29.27	17.46	44.01	14.42	30.53	27.66	36.12	40.80	43.10	40.80	10.82	7.81	28.30	14.14	15.65	40.71	30.87	26.40	0.00	11.18	30.27	26.93	26.17	28.28	22.36	
18.03	43.28	30.61	34.37	18.03	30.00	27.20	5.00	5.00	30.36	21.93	15.00	20.02	16.55	9.90	26.93	36.77	22.80	46.39	7.28	37.64	38.60	47.01	49.19	48.51	40.50	14.56	16.00	39.45	24.19	26.83	35.38	33.14	35.81	11.18	0.00	40.01	35.36	17.89	26.93	25.00	
33.11	34.18	24.08	48.10	26.57	10.05	31.89	40.20	35.01	56.44	57.72	55.01	45.19	26.25	47.68	16.12	42.01	39.96	64.35	38.83	12.65	10.44	28.16	46.62	57.43	65.46	38.28	24.02	19.92	16.12	19.42	69.89	53.60	33.84	30.27	40.01	0.00	7.81	56.44	55.46	46.65	
32.02	38.64	26.40	49.20	25.00	7.07	33.02	36.40	30.41	55.61	54.78	50.25	43.83	20.10	42.05	9.22	44.29	39.62	65.44	33.06	6.08	16.12	34.06	50.70	59.94	65.19	36.36	19.65	25.02	13.60	20.25	67.54	53.74	36.77	26.93	35.36	7.81	0.00	52.63	54.08	46.10	
26.93	50.61	41.48	33.42	31.06	46.69	34.93	16.28	22.47	22.14	7.00	8.06	19.21	34.44	17.49	44.60	39.70	26.08	39.29	23.43	55.36	53.08	57.01	52.35	46.14	30.07	20.88	32.98	51.42	40.31	40.20	18.87	28.18	42.54	26.17	17.89	56.44	52.63	0.00	18.03	23.35	
22.36	38.83	34.53	17.49	29.15	47.17	26.17	22.36	29.15	4.12	11.66	25.50	10.30	40.61	32.14	48.17	25.63	16.28	21.38	34.18	58.41	49.04	47.17	37.22	28.60	13.60	17.80	36.07	44.28	40.50	36.40	16.03	10.63	31.26	28.28	26.93	55.46	54.08	18.03	0.00	10.00	
14.14	29.12	24.74	10.30	21.21	39.05	16.28	20.00	25.50	9.85	18.87	29.15	5.10	35.34	32.76	41.23	16.64	6.71	21.84	32.06	50.91	39.56	37.22	29.07	24.04	19.10	11.70	29.68	34.37	32.56	27.29	26.02	8.54	21.38	22.36	25.00	46.65	46.10	23.35	10.00	0.00	
