17.69	17.46	16.28	61.13	61.20	82.10	83.10	77.01	37.58	19.42	0.00	33.73	40.20	41.19	40.31	18.03	11.40	8.54	9.90	33.06	22.47	22.47	61.85	62.48	17.69	34.48	60.44	94.05	147.41	96.69	58.18	65.80	67.05	81.34	59.44	67.07	42.76	35.17	36.40	54.12	55.08	57.78	43.32	47.63	48.27	
49.24	46.14	42.72	73.93	73.54	93.61	94.56	89.89	70.84	49.65	33.73	0.00	13.04	13.60	13.89	48.30	40.25	26.93	26.00	66.19	56.04	56.04	87.09	87.46	49.24	63.79	85.80	107.22	177.63	114.04	82.76	87.20	88.60	103.60	79.63	82.29	63.89	58.69	60.11	76.06	76.84	82.07	67.18	76.84	77.67	
52.77	48.51	44.64	67.42	66.89	85.91	86.82	82.76	74.97	52.39	40.20	13.04	0.00	1.00	1.00	51.20	43.57	32.02	34.79	73.25	61.13	61.13	97.94	98.39	52.77	73.08	96.61	99.74	177.34	107.91	80.60	83.44	84.85	99.72	75.66	76.28	61.22	57.45	58.83	73.00	73.66	79.81	65.46	77.39	78.29	
53.76	49.48	45.61	67.96	67.42	86.33	87.24	83.24	75.95	53.37	41.19	13.60	1.00	0.00	1.41	52.17	44.55	33.02	35.74	74.24	62.13	62.13	98.84	99.28	53.76	74.04	97.51	100.18	178.19	108.45	81.40	84.15	85.56	100.42	76.37	76.84	62.01	58.31	59.68	73.76	74.41	80.60	66.29	78.29	79.20	
52.61	48.27	44.38	66.57	66.04	85.00	85.91	81.88	74.81	52.17	40.31	13.89	1.00	1.41	0.00	50.99	43.42	32.06	35.11	73.33	61.07	61.07	98.39	98.84	52.61	73.38	97.05	98.84	176.82	107.07	80.00	82.73	84.15	99.01	74.95	75.45	60.61	56.94	58.31	72.35	73.00	79.20	64.90	76.97	77.88	
2.83	3.16	7.07	48.08	48.38	68.45	69.43	62.97	24.02	1.41	18.03	48.30	51.20	52.17	50.99	0.00	8.06	21.63	27.80	28.60	13.04	13.04	66.03	66.85	2.83	37.74	64.64	79.31	130.10	80.40	40.50	48.84	50.01	63.89	43.10	52.47	27.07	19.03	20.00	37.34	38.33	40.16	26.31	29.73	30.41	
9.22	6.40	5.00	50.49	50.64	71.34	72.34	66.12	31.40	9.43	11.40	40.25	43.57	44.55	43.42	8.06	0.00	13.60	20.59	32.70	18.25	18.25	67.27	68.01	9.22	38.90	65.86	83.00	138.06	85.33	46.96	54.41	55.66	70.01	48.05	56.00	31.40	23.77	25.00	42.72	43.68	46.52	31.95	37.48	38.21	
22.36	19.85	17.03	58.14	58.08	79.10	80.10	74.33	43.97	23.02	8.54	26.93	32.02	33.02	32.06	21.63	13.60	0.00	10.05	41.30	29.43	29.43	70.00	70.60	22.36	42.94	68.60	91.66	151.65	95.60	59.36	65.80	67.12	81.84	58.87	64.94	42.15	35.36	36.72	54.13	55.04	58.83	43.91	50.99	51.74	
27.59	26.93	25.08	68.07	68.03	89.05	90.05	84.21	47.01	29.21	9.90	26.00	34.79	35.74	35.11	27.80	20.59	10.05	0.00	40.31	31.76	31.76	63.63	64.14	27.59	38.33	62.27	101.49	157.29	105.02	67.54	74.67	75.96	90.47	68.01	74.67	51.24	44.01	45.31	62.97	63.91	67.08	52.39	57.49	58.14	
25.81	31.62	34.99	73.06	73.57	91.79	92.70	86.01	18.03	28.43	33.06	66.19	73.25	74.24	73.33	28.60	32.70	41.30	40.31	0.00	15.62	15.62	39.92	40.85	25.81	15.30	38.63	100.58	126.04	98.15	55.73	66.49	67.27	78.10	63.25	75.24	50.61	43.27	43.57	56.92	57.87	55.90	47.01	39.12	39.05	
10.30	16.12	19.70	58.60	59.03	78.11	79.06	72.42	15.26	12.81	22.47	56.04	61.13	62.13	61.07	13.04	18.25	29.43	31.76	15.62	0.00	0.00	54.20	55.07	10.30	26.57	52.84	87.86	126.57	87.05	45.10	55.04	56.01	68.47	50.64	61.68	36.40	28.64	29.15	44.41	45.40	45.04	33.73	30.36	30.68	
10.30	16.12	19.70	58.60	59.03	78.11	79.06	72.42	15.26	12.81	22.47	56.04	61.13	62.13	61.07	13.04	18.25	29.43	31.76	15.62	0.00	0.00	54.20	55.07	10.30	26.57	52.84	87.86	126.57	87.05	45.10	55.04	56.01	68.47	50.64	61.68	36.40	28.64	29.15	44.41	45.40	45.04	33.73	30.36	30.68	
63.25	68.60	71.06	112.71	113.18	131.70	132.62	125.92	56.75	66.29	61.85	87.09	97.94	98.84	98.39	66.03	67.27	70.00	63.63	39.92	54.20	54.20	0.00	1.00	63.25	28.43	1.41	140.41	149.88	137.32	95.08	106.04	106.74	116.56	103.12	115.16	90.34	82.76	83.19	96.80	97.74	95.34	86.93	78.10	77.88	
64.07	69.40	71.84	113.60	114.06	132.62	133.54	126.85	57.72	67.12	62.48	87.46	98.39	99.28	98.84	66.85	68.01	70.60	64.14	40.85	55.07	55.07	1.00	0.00	64.07	29.21	2.24	141.35	150.79	138.29	96.05	107.00	107.70	117.55	104.06	116.08	91.24	83.65	84.08	97.74	98.68	96.30	87.85	79.08	78.85	
0.00	5.83	9.49	50.60	50.92	70.83	71.81	65.31	22.20	3.16	17.69	49.24	52.77	53.76	52.61	2.83	9.22	22.36	27.59	25.81	10.30	10.30	63.25	64.07	0.00	34.99	61.85	81.50	129.83	82.22	41.76	50.49	51.62	65.25	45.01	54.74	29.27	21.21	22.09	39.12	40.11	41.48	28.07	30.00	30.61	
34.99	40.22	42.64	85.09	85.49	104.68	105.62	98.98	33.24	38.08	34.48	63.79	73.08	74.04	73.38	37.74	38.90	42.94	38.33	15.30	26.57	26.57	28.43	29.21	34.99	0.00	27.02	114.24	139.85	112.64	70.26	80.75	81.61	93.01	76.90	88.23	62.97	55.15	55.71	70.61	71.59	70.35	60.17	54.00	54.01	
61.85	67.20	69.66	111.36	111.83	130.39	131.31	124.62	55.54	64.90	60.44	85.80	96.61	97.51	97.05	64.64	65.86	68.60	62.27	38.63	52.84	52.84	1.41	2.24	61.85	27.02	0.00	139.14	149.40	136.12	93.86	104.81	105.51	115.41	101.84	113.85	89.00	81.41	81.84	95.52	96.46	94.11	85.62	76.90	76.69	
81.50	78.10	78.00	33.73	33.96	13.89	13.04	17.46	83.93	78.41	94.05	107.22	99.74	100.18	98.84	79.31	83.00	91.66	101.49	100.58	87.86	87.86	140.41	141.35	81.50	114.24	139.14	0.00	108.04	15.03	46.07	34.89	34.48	31.62	37.36	27.00	52.24	60.30	59.41	43.68	42.72	45.62	54.13	63.07	63.51	
129.83	131.82	135.00	120.50	121.46	115.97	115.85	113.77	111.76	128.69	147.41	177.63	177.34	178.19	176.82	130.10	138.06	151.65	157.29	126.04	126.57	126.57	149.88	150.79	129.83	139.85	149.40	108.04	0.00	93.02	97.49	98.08	96.80	84.65	105.48	112.09	116.76	119.89	118.51	106.02	105.60	98.39	112.00	100.80	100.00	
82.22	79.76	80.41	40.50	41.05	25.55	25.06	26.17	80.60	79.31	96.69	114.04	107.91	108.45	107.07	80.40	85.33	95.60	105.02	98.15	87.05	87.05	137.32	138.29	82.22	112.64	136.12	15.03	93.02	0.00	42.43	32.02	31.06	21.95	37.34	31.76	53.94	61.66	60.53	43.10	42.11	42.30	54.15	59.23	59.44	
41.76	40.72	42.54	29.12	30.08	40.31	41.04	34.66	38.33	39.22	58.18	82.76	80.60	81.40	80.00	40.50	46.96	59.36	67.54	55.73	45.10	45.10	95.08	96.05	41.76	70.26	93.86	46.07	97.49	42.43	0.00	11.18	11.70	23.54	12.08	25.24	19.42	24.21	22.80	9.06	9.00	1.00	15.62	17.09	17.46	
50.49	48.51	49.65	23.09	24.08	29.83	30.48	24.41	49.34	47.68	65.80	87.20	83.44	84.15	82.73	48.84	54.41	65.80	74.67	66.49	55.04	55.04	106.04	107.00	50.49	80.75	104.81	34.89	98.08	32.02	11.18	0.00	1.41	16.40	7.81	16.49	23.71	30.68	29.41	11.70	10.77	10.77	22.56	28.23	28.64	
51.62	49.73	50.92	24.19	25.18	30.00	30.61	24.70	50.00	48.84	67.05	88.60	84.85	85.56	84.15	50.01	55.66	67.12	75.96	67.27	56.01	56.01	106.74	107.70	51.62	81.61	105.51	34.48	96.80	31.06	11.70	1.41	0.00	15.00	9.22	17.26	25.06	31.95	30.68	13.00	12.08	11.40	23.77	28.79	29.15	
65.25	63.91	65.39	36.25	37.16	33.54	33.73	30.02	60.21	62.64	81.34	103.60	99.72	100.42	99.01	63.89	70.01	81.84	90.47	78.10	68.47	68.47	116.56	117.55	65.25	93.01	115.41	31.62	84.65	21.95	23.54	16.40	15.00	0.00	24.08	27.51	39.96	46.52	45.19	27.78	26.93	23.77	38.08	39.01	39.05	
45.01	42.43	43.17	17.26	18.25	29.41	30.23	23.60	46.96	42.05	59.44	79.63	75.66	76.37	74.95	43.10	48.05	58.87	68.01	63.25	50.64	50.64	103.12	104.06	45.01	76.90	101.84	37.36	105.48	37.34	12.08	7.81	9.22	24.08	0.00	13.45	16.76	24.33	23.19	6.32	5.39	11.18	17.03	27.02	27.66	
54.74	51.16	51.00	9.22	10.00	16.55	17.46	10.77	59.68	51.62	67.07	82.29	76.28	76.84	75.45	52.47	56.00	64.94	74.67	75.24	61.68	61.68	115.16	116.08	54.74	88.23	113.85	27.00	112.09	31.76	25.24	16.49	17.26	27.51	13.45	0.00	25.50	33.54	32.76	19.21	18.44	24.41	28.23	40.36	41.04	
29.27	26.02	26.48	22.47	23.02	41.76	42.72	36.14	36.77	26.17	42.76	63.89	61.22	62.01	60.61	27.07	31.40	42.15	51.24	50.61	36.40	36.40	90.34	91.24	29.27	62.97	89.00	52.24	116.76	53.94	19.42	23.71	25.06	39.96	16.76	25.50	0.00	8.06	7.28	12.21	13.04	18.60	6.08	22.56	23.54	
21.21	18.11	18.97	29.97	30.41	49.73	50.70	44.15	30.81	18.11	35.17	58.69	57.45	58.31	56.94	19.03	23.77	35.36	44.01	43.27	28.64	28.64	82.76	83.65	21.21	55.15	81.41	60.30	119.89	61.66	24.21	30.68	31.95	46.52	24.33	33.54	8.06	0.00	1.41	18.97	19.92	23.60	8.60	21.21	22.20	
22.09	19.24	20.25	29.53	30.02	49.04	50.00	43.42	30.61	19.03	36.40	60.11	58.83	59.68	58.31	20.00	25.00	36.72	45.31	43.57	29.15	29.15	83.19	84.08	22.09	55.71	81.84	59.41	118.51	60.53	22.80	29.41	30.68	45.19	23.19	32.76	7.28	1.41	0.00	17.72	18.68	22.20	7.21	20.10	21.10	
39.12	36.88	37.95	21.02	21.93	35.51	36.36	29.68	40.71	36.22	54.12	76.06	73.00	73.76	72.35	37.34	42.72	54.13	62.97	56.92	44.41	44.41	96.80	97.74	39.12	70.61	95.52	43.68	106.02	43.10	9.06	11.70	13.00	27.78	6.32	19.21	12.21	18.97	17.72	0.00	1.00	8.06	11.05	21.21	21.93	
40.11	37.85	38.90	20.62	21.54	34.67	35.51	28.84	41.59	37.22	55.08	76.84	73.66	74.41	73.00	38.33	43.68	55.04	63.91	57.87	45.40	45.40	97.74	98.68	40.11	71.59	96.46	42.72	105.60	42.11	9.00	10.77	12.08	26.93	5.39	18.44	13.04	19.92	18.68	1.00	0.00	8.00	12.04	21.93	22.63	
41.48	40.31	42.06	28.16	29.12	39.62	40.36	33.94	38.60	38.90	57.78	82.07	79.81	80.60	79.20	40.16	46.52	58.83	67.08	55.90	45.04	45.04	95.34	96.30	41.48	70.35	94.11	45.62	98.39	42.30	1.00	10.77	11.40	23.77	11.18	24.41	18.60	23.60	22.20	8.06	8.00	0.00	15.00	17.46	17.89	
28.07	25.96	27.31	26.91	27.59	44.78	45.69	39.00	32.02	25.18	43.32	67.18	65.46	66.29	64.90	26.31	31.95	43.91	52.39	47.01	33.73	33.73	86.93	87.85	28.07	60.17	85.62	54.13	112.00	54.15	15.62	22.56	23.77	38.08	17.03	28.23	6.08	8.60	7.21	11.05	12.04	15.00	0.00	16.49	17.46	
30.00	31.14	34.21	41.62	42.44	56.40	57.20	50.61	21.38	28.32	47.63	76.84	77.39	78.29	76.97	29.73	37.48	50.99	57.49	39.12	30.36	30.36	78.10	79.08	30.00	54.00	76.90	63.07	100.80	59.23	17.09	28.23	28.79	39.01	27.02	40.36	22.56	21.21	20.10	21.21	21.93	17.46	16.49	0.00	1.00	
30.61	31.89	35.00	42.44	43.27	57.01	57.80	51.22	21.21	29.00	48.27	77.67	78.29	79.20	77.88	30.41	38.21	51.74	58.14	39.05	30.68	30.68	77.88	78.85	30.61	54.01	76.69	63.51	100.00	59.44	17.46	28.64	29.15	39.05	27.66	41.04	23.54	22.20	21.10	21.93	22.63	17.89	17.46	1.00	0.00	
