3206.64	5653.50	2326.84	4461.99	1401.71	2011.20	6928.30	6672.59	6202.37	5788.32	0.00	4391.47	4946.12	3647.94	3500.03	5273.25	5182.13	7215.62	6534.31	7139.66	5021.06	3620.23	5076.60	4089.16	921.43	1130.85	7013.21	6713.02	2436.41	6706.30	6476.80	2475.32	5431.57	3598.09	1101.73	6375.22	7120.72	6283.03	2496.95	5159.72	4317.92	936.38	6794.61	6506.74	1267.89	5772.71	4248.65	1913.99	
1195.23	1712.36	4147.82	1183.62	5365.60	2572.63	2830.11	2379.73	2240.41	1601.48	4391.47	0.00	585.43	765.03	1028.97	882.37	2039.68	3352.39	2223.58	3099.58	1048.16	1245.95	1624.41	502.13	3840.37	5053.00	3041.86	2487.56	2944.69	2675.72	2086.13	2330.31	1113.22	1649.87	5458.95	2131.74	3036.21	1957.76	1996.49	930.94	2512.86	3700.28	2922.53	2136.91	5458.45	1393.80	710.77	2533.56	
1769.95	1603.57	4722.74	1519.96	5945.99	3156.12	2265.70	1794.35	2050.41	1342.54	4946.12	585.43	0.00	1298.34	1611.95	405.29	2207.16	2823.40	1638.24	2541.76	693.73	1585.58	1766.55	1049.56	4356.47	5632.43	2497.85	1906.93	3519.81	2127.08	1557.66	2777.80	530.07	2170.90	6002.07	1551.10	2471.60	1537.55	2505.39	790.04	2911.58	4276.65	2402.36	1563.44	5982.24	826.76	891.43	3108.68	
532.08	2367.20	3634.92	1497.16	4678.99	1923.09	3406.50	3050.48	2919.81	2329.67	3647.94	765.03	1298.34	0.00	645.88	1641.02	2445.98	3839.16	2904.24	3654.46	1487.42	729.90	2095.74	696.50	3075.96	4362.47	3566.21	3121.77	2452.87	3218.31	2841.84	1591.44	1790.92	1479.25	4705.34	2771.78	3609.62	2720.20	1231.79	1655.22	2549.31	3000.85	3402.37	2859.38	4696.00	2125.08	755.31	1835.30	
418.80	2200.37	3124.14	1102.74	4377.00	1579.17	3853.17	3404.89	2761.65	2290.92	3500.03	1028.97	1611.95	645.88	0.00	1852.06	2025.09	4348.59	3246.62	4118.22	1996.90	1340.22	1752.92	605.13	3077.91	4069.25	4051.16	3516.53	1922.26	3689.64	3031.38	1865.90	2141.41	837.01	4592.57	3160.70	4059.08	2787.85	1379.43	1662.01	1931.36	2735.98	3914.17	3137.23	4646.43	2394.95	1350.58	1591.72	
2071.70	1289.45	4906.11	1500.86	6224.78	3426.33	2177.33	1603.17	1686.70	969.74	5273.25	882.37	405.29	1641.02	1852.06	0.00	2028.25	2802.27	1437.31	2465.73	985.24	1986.23	1592.12	1252.56	4715.68	5914.72	2453.93	1763.64	3709.75	2081.67	1203.80	3163.75	496.33	2286.78	6341.22	1418.81	2378.65	1133.47	2866.72	553.24	2884.77	4568.89	2404.40	1288.17	6337.00	554.71	1296.48	3405.59	
2443.85	1003.88	3929.65	950.24	5708.59	3178.25	4075.48	3381.33	1303.75	1450.63	5182.13	2039.68	2207.16	2445.98	2025.09	2028.25	0.00	4758.91	3219.98	4367.56	2899.40	3150.77	441.04	1764.55	4959.46	5442.44	4395.36	3609.11	2931.29	4033.93	2571.63	3890.96	2524.24	1589.60	6277.60	3312.70	4260.58	2032.70	3397.90	1475.14	1240.45	4286.55	4389.63	2927.54	6418.84	2427.13	2748.27	3336.40	
4371.21	3832.69	7462.79	4297.46	8416.99	5748.34	726.01	1468.49	3931.26	3375.17	7215.62	3352.39	2823.40	3839.16	4348.59	2802.27	4758.91	0.00	1600.95	476.62	2358.32	3616.44	4344.83	3850.94	6432.50	8097.15	369.27	1205.03	6266.38	725.79	2383.91	4753.17	2334.17	4990.61	8147.81	1451.14	608.05	2948.15	4751.65	3330.47	5686.63	6745.46	436.79	1947.67	8004.08	2333.86	3097.57	5617.86	
3400.27	2257.60	6337.10	2902.44	7577.25	4792.84	880.19	167.92	2330.34	1795.86	6534.31	2223.58	1638.24	2904.24	3246.62	1437.31	3219.98	1600.95	0.00	1164.73	1562.27	2987.19	2828.91	2665.26	5881.09	7262.26	1232.51	398.90	5137.39	922.58	793.35	4226.62	1116.77	3723.84	7564.83	285.51	1048.82	1347.82	4050.14	1880.29	4247.12	5902.76	1321.59	354.13	7507.84	886.25	2301.08	4735.04	
4182.75	3418.90	7242.33	3966.38	8295.39	5576.98	292.58	1019.48	3486.42	2958.01	7139.66	3099.58	2541.76	3654.46	4118.22	2465.73	4367.56	476.62	1164.73	0.00	2169.44	3519.85	3964.08	3587.86	6392.28	7976.05	201.36	766.19	6040.29	437.59	1931.08	4705.73	2026.85	4710.10	8106.40	1060.84	131.47	2502.21	4651.10	2971.91	5343.21	6616.16	485.06	1500.66	7988.71	1961.77	2938.27	5468.88	
2018.11	2266.98	5104.56	2168.79	6134.93	3408.23	1929.22	1680.16	2668.53	1950.64	5021.06	1048.16	693.73	1487.42	1996.90	985.24	2899.40	2358.32	1562.27	2169.44	0.00	1429.95	2459.23	1546.95	4332.76	5816.24	2078.84	1693.90	3909.32	1732.43	1812.08	2667.31	653.62	2693.15	6028.94	1365.51	2129.84	1990.11	2524.46	1473.47	3541.25	4454.25	1922.15	1640.90	5956.12	1070.17	776.55	3301.26	
1061.69	2956.02	4042.94	2208.90	4801.41	2222.26	3309.31	3109.42	3486.22	2834.52	3620.23	1245.95	1585.58	729.90	1340.22	1986.23	3150.77	3616.44	2987.19	3519.85	1429.95	0.00	2778.67	1386.23	2904.50	4481.59	3397.01	3118.64	2921.20	3086.09	3114.24	1239.65	1952.86	2174.60	4606.63	2795.23	3500.70	3118.96	1135.61	2172.49	3267.79	3135.20	3188.12	3028.79	4526.36	2354.22	710.72	2041.55	
2165.04	719.96	4021.37	651.64	5706.34	3065.86	3671.53	2993.00	1174.67	1111.68	5076.60	1624.41	1766.55	2095.74	1752.92	1592.12	441.04	4344.83	2828.91	3964.08	2459.23	2778.67	0.00	1401.00	4780.13	5427.00	3983.82	3211.89	2945.35	3619.09	2223.65	3602.05	2088.44	1495.59	6177.81	2905.02	3860.59	1718.32	3131.08	1039.00	1478.63	4210.10	3968.19	2552.47	6289.09	2011.00	2335.16	3188.46	
902.92	1699.31	3676.24	827.12	4981.88	2184.29	3314.13	2826.49	2259.15	1724.76	4089.16	502.13	1049.56	696.50	605.13	1252.56	1764.55	3850.94	2665.26	3587.86	1546.95	1386.23	1401.00	0.00	3620.70	4674.35	3536.17	2953.20	2474.26	3168.03	2426.29	2253.72	1577.22	1147.84	5176.11	2597.85	3520.16	2193.88	1832.98	1073.03	2053.18	3339.74	3422.37	2540.34	5212.46	1800.94	1076.09	2189.20	
2717.99	5278.16	2862.59	4135.80	2321.82	1859.25	6198.37	6008.85	5839.02	5345.47	921.43	3840.37	4356.47	3075.96	3077.91	4715.68	4959.46	6432.50	5881.09	6392.28	4332.76	2904.50	4780.13	3620.70	0.00	2041.71	6253.81	6023.13	2568.80	5965.46	5912.01	1686.58	4806.80	3383.19	1715.74	5698.17	6383.92	5786.65	1851.11	4686.72	4284.79	1271.88	6021.35	5891.71	1628.44	5177.27	3580.27	1638.23	
3863.07	6075.47	1849.16	4872.96	319.85	2490.12	7744.86	7411.24	6595.21	6284.77	1130.85	5053.00	5632.43	4362.47	4069.25	5914.72	5442.44	8097.15	7262.26	7976.05	5816.24	4481.59	5427.00	4674.35	2041.71	0.00	7865.96	7482.82	2514.46	7538.72	7100.63	3448.23	6145.72	3937.68	1374.48	7133.99	7943.96	6830.13	3348.70	5708.75	4396.14	1362.74	7666.91	7189.57	1797.53	6445.90	5040.99	2527.69	
4096.89	3464.68	7172.88	3953.06	8185.61	5485.29	364.87	1103.15	3562.82	3006.66	7013.21	3041.86	2497.85	3566.21	4051.16	2453.93	4395.36	369.27	1232.51	201.36	2078.84	3397.01	3983.82	3536.17	6253.81	7865.96	0.00	838.12	5972.84	373.07	2018.02	4568.18	1995.99	4668.67	7969.10	1084.37	305.00	2580.15	4531.35	2975.32	5338.35	6508.52	286.40	1580.67	7843.44	1973.27	2837.89	5368.07	
3634.70	2653.68	6629.00	3253.06	7799.95	5034.31	481.68	266.93	2727.00	2192.41	6713.02	2487.56	1906.93	3121.77	3516.53	1763.64	3609.11	1205.03	398.90	766.19	1693.90	3118.64	3211.89	2953.20	6023.13	7482.82	838.12	0.00	5426.34	557.98	1180.01	4348.86	1376.99	4043.21	7722.41	355.88	652.56	1743.38	4217.39	2240.67	4613.72	6120.32	954.38	742.69	7643.23	1230.81	2464.44	4956.80	
1931.13	3624.65	1203.18	2445.98	2777.30	893.07	5773.96	5299.66	4119.94	3888.51	2436.41	2944.69	3519.81	2452.87	1922.26	3709.75	2931.29	6266.38	5137.39	6040.29	3909.32	2921.20	2945.35	2474.26	2568.80	2514.46	5972.84	5426.34	0.00	5611.87	4823.01	2549.91	4049.43	1497.71	3475.53	5070.66	5979.98	4469.94	2095.61	3387.40	1910.06	1500.36	5830.87	4993.15	3703.55	4263.93	3208.13	1195.96	
3747.25	3114.92	6813.09	3580.28	7858.03	5140.42	260.46	820.33	3239.17	2660.03	6706.30	2675.72	2127.08	3218.31	3689.64	2081.67	4033.93	725.79	922.58	437.59	1732.43	3086.09	3619.09	3168.03	5965.46	7538.72	373.07	557.98	5611.87	0.00	1715.89	4279.00	1623.07	4297.95	7678.43	734.40	419.55	2262.35	4215.89	2605.80	4966.35	6178.68	399.54	1276.69	7566.63	1608.16	2500.68	5031.34	
3273.24	1573.16	6000.59	2440.56	7407.99	4610.53	1658.20	915.43	1558.36	1121.46	6476.80	2086.13	1557.66	2841.84	3031.38	1203.80	2571.63	2383.91	793.35	1931.08	1812.08	3114.24	2223.65	2426.29	5912.01	7100.63	2018.02	1180.01	4823.01	1715.89	0.00	4329.44	1179.21	3345.98	7544.71	1022.10	1807.08	577.63	4061.10	1437.58	3692.50	5762.24	2114.67	439.48	7536.04	762.57	2403.84	4602.86	
1447.11	3950.07	3446.91	2959.63	3762.93	1668.98	4512.78	4347.47	4506.64	3919.29	2475.32	2330.31	2777.80	1591.44	1865.90	3163.75	3890.96	4753.17	4226.62	4705.73	2667.31	1239.65	3602.05	2253.72	1686.58	3448.23	4568.18	4348.86	2549.91	4279.00	4329.44	0.00	3183.74	2509.43	3401.06	4030.97	4697.59	4280.58	532.63	3244.31	3611.76	2186.31	4338.44	4264.51	3295.58	3575.64	1940.57	1380.96	
2283.50	1747.36	5252.22	1965.15	6460.56	3676.98	1745.95	1269.04	2081.57	1371.76	5431.57	1113.22	530.07	1790.92	2141.41	496.33	2524.24	2334.17	1116.77	2026.85	653.62	1952.86	2088.44	1577.22	4806.80	6145.72	1995.99	1376.99	4049.43	1623.07	1179.21	3183.74	0.00	2684.35	6474.12	1021.23	1951.15	1340.22	2962.04	1049.51	3357.91	4786.74	1925.72	1085.01	6435.22	421.38	1243.91	3618.81	
1163.61	2141.24	2655.55	949.29	4222.12	1589.84	4430.30	3889.93	2657.92	2390.83	3598.09	1649.87	2170.90	1479.25	837.01	2286.78	1589.60	4990.61	3723.84	4710.10	2693.15	2174.60	1495.59	1147.84	3383.19	3937.68	4668.67	4043.21	1497.71	4297.95	3345.98	2509.43	2684.35	0.00	4696.65	3692.04	4635.44	2974.02	1980.79	1908.81	1123.16	2717.44	4564.75	3547.04	4829.71	2838.60	2139.28	1750.93	
4285.31	6754.23	3122.58	5563.66	1426.01	3112.02	7909.41	7697.56	7303.78	6882.96	1101.73	5458.95	6002.07	4705.34	4592.57	6341.22	6277.60	8147.81	7564.83	8106.40	6028.94	4606.63	6177.81	5176.11	1715.74	1374.48	7969.10	7722.41	3475.53	7678.43	7544.71	3401.06	6474.12	4696.65	0.00	7392.13	8096.40	7369.05	3514.87	6248.53	5378.77	2000.51	7737.09	7555.58	460.18	6828.35	5266.12	3012.49	
3282.12	2382.12	6273.40	2915.06	7450.72	4681.22	768.53	331.05	2511.06	1926.07	6375.22	2131.74	1551.10	2771.78	3160.70	1418.81	3312.70	1451.14	285.51	1060.84	1365.51	2795.23	2905.02	2597.85	5698.17	7133.99	1084.37	355.88	5070.66	734.40	1022.10	4030.97	1021.23	3692.04	7392.13	0.00	964.39	1541.74	3882.04	1912.40	4285.26	5771.86	1120.46	599.77	7321.56	901.26	2127.77	4607.08	
4135.64	3305.90	7182.76	3877.77	8262.98	5532.70	206.12	899.09	3363.92	2844.40	7120.72	3036.21	2471.60	3609.62	4059.08	2378.65	4260.58	608.05	1048.82	131.47	2129.84	3500.70	3860.59	3520.16	6383.92	7943.96	305.00	652.56	5979.98	419.55	1807.08	4697.59	1951.15	4635.44	8096.40	964.39	0.00	2379.94	4628.18	2876.57	5249.64	6582.73	569.86	1379.40	7985.99	1865.05	2903.19	5431.07	
3085.99	1028.90	5621.92	2034.56	7130.39	4351.56	2224.51	1483.09	984.23	610.67	6283.03	1957.76	1537.55	2720.20	2787.85	1133.47	2032.70	2948.15	1347.82	2502.21	1990.11	3118.96	1718.32	2193.88	5786.65	6830.13	2580.15	1743.38	4469.94	2262.35	577.63	4280.58	1340.22	2974.02	7369.05	1541.74	2379.94	0.00	3951.54	1126.29	3196.95	5517.45	2657.36	1001.86	7394.63	950.38	2428.79	4379.43	
966.63	3529.29	3084.11	2481.96	3668.38	1251.33	4434.07	4184.10	4090.56	3542.11	2496.95	1996.49	2505.39	1231.79	1379.43	2866.72	3397.90	4751.65	4050.14	4651.10	2524.46	1135.61	3131.08	1832.98	1851.11	3348.70	4531.35	4217.39	2095.61	4215.89	4061.10	532.63	2962.04	1980.79	3514.87	3882.04	4628.18	3951.54	0.00	2872.11	3079.57	2011.52	4323.72	4045.83	3477.37	3327.04	1754.26	999.64	
1972.88	824.31	4563.01	1026.94	6010.93	3226.58	2680.28	2048.11	1318.99	675.00	5159.72	930.94	790.04	1655.22	1662.01	553.24	1475.14	3330.47	1880.29	2971.91	1473.47	2172.49	1039.00	1073.03	4686.72	5708.75	2975.32	2240.67	3387.40	2605.80	1437.58	3244.31	1049.51	1908.81	6248.53	1912.40	2876.57	1126.29	2872.11	0.00	2373.57	4391.63	2942.41	1658.75	6284.33	1011.66	1562.22	3253.73	
2284.91	2187.00	2755.07	1394.88	4637.29	2425.58	5052.25	4414.24	2543.77	2589.32	4317.92	2512.86	2911.58	2549.31	1931.36	2884.77	1240.45	5686.63	4247.12	5343.21	3541.25	3267.79	1478.63	2053.18	4284.79	4396.14	5338.35	4613.72	1910.06	4966.35	3692.50	3611.76	3357.91	1123.16	5378.77	4285.26	5249.64	3196.95	3079.57	2373.57	0.00	3385.38	5283.47	3996.80	5584.08	3385.16	3124.41	2663.95	
2506.77	4819.40	1590.90	3616.91	1680.84	1168.41	6383.20	6050.72	5357.46	4992.01	936.38	3700.28	4276.65	3000.85	2735.98	4568.89	4286.55	6745.46	5902.76	6616.16	4454.25	3135.20	4210.10	3339.74	1271.88	1362.74	6508.52	6120.32	1500.36	6178.68	5762.24	2186.31	4786.74	2717.44	2000.51	5771.86	6582.73	5517.45	2011.52	4391.63	3385.38	0.00	6313.59	5837.00	2204.15	5094.08	3679.55	1168.15	
3934.42	3488.99	7026.70	3890.77	7986.74	5312.08	549.60	1218.74	3631.03	3038.11	6794.61	2922.53	2402.36	3402.37	3914.17	2404.40	4389.63	436.79	1321.59	485.06	1922.15	3188.12	3968.19	3422.37	6021.35	7666.91	286.40	954.38	5830.87	399.54	2114.67	4338.44	1925.72	4564.75	7737.09	1120.46	569.86	2657.36	4323.72	2942.41	5283.47	6313.59	0.00	1675.72	7602.28	1963.81	2661.19	5183.23	
3330.72	1946.90	6185.68	2685.27	7501.60	4705.57	1223.01	481.27	1986.05	1485.48	6506.74	2136.91	1563.44	2859.38	3137.23	1288.17	2927.54	1947.67	354.13	1500.66	1640.90	3028.79	2552.47	2540.34	5891.71	7189.57	1580.67	742.69	4993.15	1276.69	439.48	4264.51	1085.01	3547.04	7555.58	599.77	1379.40	1001.86	4045.83	1658.75	3996.80	5837.00	1675.72	0.00	7520.10	743.85	2324.08	4669.73	
4311.56	6834.32	3471.21	5660.20	1876.19	3240.71	7804.17	7634.17	7390.36	6933.27	1267.89	5458.45	5982.24	4696.00	4646.43	6337.00	6418.84	8004.08	7507.84	7988.71	5956.12	4526.36	6289.09	5212.46	1628.44	1797.53	7843.44	7643.23	3703.55	7566.63	7536.04	3295.58	6435.22	4829.71	460.18	7321.56	7985.99	7394.63	3477.37	6284.33	5584.08	2204.15	7602.28	7520.10	0.00	6804.39	5207.62	3101.12	
2588.48	1541.73	5460.75	2022.99	6757.81	3961.75	1669.68	1053.32	1784.77	1111.73	5772.71	1393.80	826.76	2125.08	2394.95	554.71	2427.13	2333.86	886.25	1961.77	1070.17	2354.22	2011.00	1800.94	5177.27	6445.90	1973.27	1230.81	4263.93	1608.16	762.57	3575.64	421.38	2838.60	6828.35	901.26	1865.05	950.38	3327.04	1011.66	3385.16	5094.08	1963.81	743.85	6804.39	0.00	1643.51	3927.25	
1283.35	2378.53	4389.06	1866.17	5359.90	2650.96	2703.87	2431.52	2878.63	2195.34	4248.65	710.77	891.43	755.31	1350.58	1296.48	2748.27	3097.57	2301.08	2938.27	776.55	710.72	2335.16	1076.09	3580.27	5040.99	2837.89	2464.44	3208.13	2500.68	2403.84	1940.57	1243.91	2139.28	5266.12	2127.77	2903.19	2428.79	1754.26	1562.22	3124.41	3679.55	2661.19	2324.08	5207.62	1643.51	0.00	2531.03	
1339.05	3743.08	2087.28	2559.96	2843.78	303.78	5229.96	4883.60	4295.21	3875.42	1913.99	2533.56	3108.68	1835.30	1591.72	3405.59	3336.40	5617.86	4735.04	5468.88	3301.26	2041.55	3188.46	2189.20	1638.23	2527.69	5368.07	4956.80	1195.96	5031.34	4602.86	1380.96	3618.81	1750.93	3012.49	4607.08	5431.07	4379.43	999.64	3253.73	2663.95	1168.15	5183.23	4669.73	3101.12	3927.25	2531.03	0.00	
