31.91	45.79	50.91	64.20	14.76	31.91	34.93	50.16	52.20	43.83	38.83	40.31	26.17	14.42	29.02	23.19	48.01	17.20	20.40	0.00	62.94	56.94	52.70	44.10	39.32	25.71	56.75	38.91	61.77	57.01	47.13	60.93	41.40	33.14	52.00	70.01	75.07	21.02	38.83	46.04	10.63	5.00	8.54	51.62	17.12	26.17	32.20	22.47	43.68	38.08	49.24	
32.45	20.88	12.04	7.81	48.92	32.76	37.64	40.31	26.31	25.50	37.48	22.67	36.77	61.59	47.76	46.96	17.72	46.10	47.17	62.94	0.00	16.76	15.03	41.01	49.37	53.85	31.62	28.79	16.64	10.05	31.02	22.83	22.47	49.24	25.32	7.07	12.53	43.83	25.94	43.05	73.54	62.37	60.00	52.35	50.77	51.26	31.40	41.23	32.14	31.32	21.02	
32.06	26.93	14.76	24.17	44.94	25.06	41.30	49.66	36.89	13.45	23.71	20.02	32.57	59.48	50.00	36.77	10.05	39.82	45.89	56.94	16.76	0.00	25.00	48.38	54.92	55.15	43.60	32.56	31.40	7.21	15.52	36.80	24.33	35.78	9.06	21.00	27.02	36.06	18.38	27.17	67.42	57.70	52.01	61.10	41.87	39.41	30.15	38.33	39.22	19.80	7.81	
20.81	7.07	10.63	12.21	38.01	27.07	23.26	25.71	12.08	26.00	37.11	16.00	27.31	48.92	33.54	41.44	18.87	37.16	34.66	52.70	15.03	25.00	0.00	26.00	34.37	39.82	18.60	15.00	10.05	18.36	34.00	13.00	11.70	47.17	30.61	20.88	24.19	36.40	22.20	45.31	63.01	51.22	51.48	37.66	43.68	47.10	20.59	30.23	17.12	29.61	24.41	
22.02	21.59	33.96	36.67	31.26	36.12	11.18	6.08	15.81	43.27	50.21	30.53	29.15	33.84	15.52	45.62	39.40	35.74	24.02	44.10	41.01	48.38	26.00	0.00	9.43	21.02	15.56	16.64	28.79	42.95	51.61	24.19	24.60	55.76	51.00	46.39	48.51	38.48	36.40	60.11	52.17	40.45	47.27	13.04	44.27	52.33	24.08	26.57	9.22	43.19	44.72	
25.06	29.00	41.11	45.61	28.64	38.83	13.93	14.21	25.08	47.93	53.01	35.74	30.48	27.17	10.77	45.61	45.35	34.67	21.02	39.32	49.37	54.92	34.37	9.43	0.00	14.04	24.84	22.36	38.08	50.16	55.90	33.62	30.59	56.64	56.30	55.11	57.57	38.42	40.72	63.01	46.10	35.06	43.97	12.37	43.05	52.20	27.29	26.25	17.26	46.65	50.29	
23.09	33.11	43.42	51.97	17.69	33.96	16.64	26.93	33.94	45.28	47.17	35.13	24.74	13.15	6.40	36.40	45.10	25.00	11.18	25.71	53.85	55.15	39.82	21.02	14.04	0.00	36.06	25.08	46.23	51.97	52.17	43.14	32.02	48.01	54.23	60.42	64.01	29.68	38.12	56.86	32.06	21.21	31.30	26.08	32.53	42.52	25.02	18.97	24.76	42.20	49.01	
28.16	18.87	29.07	25.32	42.58	40.16	21.84	11.18	7.21	43.01	52.77	30.89	36.22	48.30	30.02	52.77	36.80	45.00	36.40	56.75	31.62	43.60	18.60	15.56	24.84	36.06	0.00	20.22	16.03	36.89	51.40	10.05	24.60	61.03	48.80	35.36	36.01	46.27	37.59	61.91	65.79	53.76	58.31	22.36	53.08	59.23	29.43	36.06	13.15	45.18	42.45	
8.00	8.06	19.03	27.20	24.17	20.59	9.06	19.85	14.04	26.63	34.21	13.89	16.03	33.97	18.97	32.56	23.09	25.18	19.85	38.91	28.79	32.56	15.00	16.64	22.36	25.08	20.22	0.00	23.02	28.00	35.00	22.14	8.25	41.23	34.44	35.34	39.12	26.08	19.85	43.93	48.88	36.89	39.05	29.68	33.00	39.05	9.22	16.76	8.60	26.91	28.23	
29.97	16.16	18.97	9.49	47.01	37.12	29.73	26.31	13.00	35.17	46.69	26.02	37.00	56.64	39.82	51.48	27.51	46.82	42.80	61.77	16.64	31.40	10.05	28.79	38.08	46.23	16.03	23.02	0.00	24.21	42.72	6.32	21.59	57.08	38.47	19.42	20.10	46.32	32.06	54.41	71.87	59.91	61.10	38.12	53.60	57.14	30.08	39.36	21.63	39.32	32.70	
29.12	21.38	9.06	17.09	43.91	25.46	37.01	43.66	30.41	16.16	27.89	17.46	31.38	57.78	46.39	38.83	9.22	39.82	43.66	57.01	10.05	7.21	18.36	42.95	50.16	51.97	36.89	28.00	24.21	0.00	21.00	29.70	20.10	39.85	15.30	15.52	21.59	36.77	18.38	33.02	67.62	57.14	53.04	55.36	43.28	42.49	27.51	36.67	33.73	22.36	11.18	
30.87	32.65	23.77	37.48	38.01	18.25	42.06	54.56	44.20	8.49	9.22	21.26	27.46	53.04	48.38	24.60	15.23	31.26	41.44	47.13	31.02	15.52	34.00	51.61	55.90	52.17	51.40	35.00	42.72	21.00	0.00	46.96	27.59	20.81	6.71	36.22	42.30	26.48	15.26	12.04	57.01	49.03	40.72	64.64	30.46	25.50	28.64	33.38	43.28	10.05	10.20	
29.83	17.00	23.32	15.81	46.24	39.12	27.20	20.88	9.22	39.00	50.00	28.44	37.48	54.41	36.80	53.01	31.76	47.07	41.18	60.93	22.83	36.80	13.00	24.19	33.62	43.14	10.05	22.14	6.32	29.70	46.96	0.00	23.02	59.68	43.27	25.71	26.00	47.27	34.93	58.31	70.66	58.59	61.13	32.39	54.45	59.03	30.41	38.90	18.44	42.45	37.22	
10.00	6.08	11.40	22.80	26.91	16.12	17.03	27.02	17.46	19.10	28.18	6.40	15.65	39.12	26.31	30.07	14.87	25.50	24.70	41.40	22.47	24.33	11.70	24.60	30.59	32.02	24.60	8.25	21.59	20.10	27.59	23.02	0.00	36.88	26.42	29.41	33.97	24.74	13.04	37.44	51.86	40.31	39.81	37.59	32.02	36.01	9.22	19.10	15.81	20.59	20.12	
34.00	42.95	39.12	54.33	30.53	20.88	44.65	60.42	54.12	23.77	12.08	31.26	26.63	43.66	46.69	11.66	31.58	23.02	37.01	33.14	49.24	35.78	47.17	55.76	56.64	48.01	61.03	41.23	57.08	39.85	20.81	59.68	36.88	0.00	27.46	55.36	61.40	18.44	25.02	13.93	41.19	36.67	25.00	67.80	16.76	7.00	32.20	30.41	49.66	18.11	28.79	
31.78	30.61	20.00	32.28	41.59	21.21	42.38	53.25	41.73	9.00	15.62	20.62	30.02	56.57	49.82	30.23	12.04	35.44	44.00	52.00	25.32	9.06	30.61	51.00	56.30	54.23	48.80	34.44	38.47	15.30	6.71	43.27	26.42	27.46	0.00	30.02	36.06	31.02	16.12	18.11	62.17	53.45	46.14	64.01	35.85	31.83	29.61	36.01	42.19	13.93	6.40	
39.41	27.31	19.10	10.05	55.97	39.66	44.01	45.00	31.02	31.62	43.42	29.73	43.84	68.51	54.23	53.71	24.17	53.15	54.08	70.01	7.07	21.00	20.88	46.39	55.11	60.42	35.36	35.34	19.42	15.52	36.22	25.71	29.41	55.36	30.02	0.00	6.08	50.80	32.76	48.09	80.61	69.43	67.01	57.01	57.69	57.78	38.42	48.27	37.85	37.70	26.68	
43.93	31.06	24.41	12.08	60.81	45.28	47.41	46.39	32.76	37.64	49.48	35.00	48.92	72.80	57.71	59.48	30.08	58.41	58.41	75.07	12.53	27.02	24.19	48.51	57.57	64.01	36.01	39.12	20.10	21.59	42.30	26.00	33.97	61.40	36.06	6.08	0.00	56.30	38.47	54.15	85.63	74.25	72.42	58.22	63.29	63.69	43.14	53.04	40.50	43.66	32.76	
18.11	30.41	31.91	46.52	12.65	11.31	27.31	43.66	40.01	22.83	19.03	21.47	10.05	27.17	28.28	7.21	27.59	5.10	18.60	21.02	43.83	36.06	36.40	38.48	38.42	29.68	46.27	26.08	46.32	36.77	26.48	47.27	24.74	18.44	31.02	50.80	56.30	0.00	18.38	27.89	31.38	22.56	16.28	49.93	7.28	13.89	17.00	12.21	33.73	17.09	28.30	
15.81	18.79	14.56	29.83	26.57	7.07	26.83	39.60	30.41	7.28	15.23	6.71	14.32	41.23	33.73	21.02	9.22	21.63	28.07	38.83	25.94	18.38	22.20	36.40	40.72	38.12	37.59	19.85	32.06	18.38	15.26	34.93	13.04	25.02	16.12	32.76	38.47	18.38	0.00	24.41	49.41	39.36	34.66	49.41	25.00	25.71	13.60	20.22	28.28	7.62	11.18	
38.29	43.05	35.44	49.50	40.52	24.21	49.68	63.78	54.71	19.31	10.00	31.06	32.76	54.92	54.20	23.02	26.93	32.98	45.69	46.04	43.05	27.17	45.31	60.11	63.01	56.86	61.91	43.93	54.41	33.02	12.04	58.31	37.44	13.93	18.11	48.09	54.15	27.89	24.41	0.00	54.74	49.04	38.33	72.92	29.00	20.62	36.12	38.01	52.50	17.03	22.20	
42.20	56.04	61.52	74.65	25.00	42.44	44.01	58.25	61.74	54.20	48.38	50.93	36.77	19.00	36.67	32.57	58.60	27.80	29.55	10.63	73.54	67.42	63.01	52.17	46.10	32.06	65.79	48.88	71.87	67.62	57.01	70.66	51.86	41.19	62.17	80.61	85.63	31.38	49.41	54.74	0.00	12.08	16.49	58.00	26.57	34.23	42.64	32.80	52.92	48.30	59.68	
30.48	44.20	50.45	63.03	13.45	32.70	31.95	46.53	49.66	44.94	41.19	40.00	25.81	9.43	25.08	26.02	48.37	18.03	17.46	5.00	62.37	57.70	51.22	40.45	35.06	21.21	53.76	36.89	59.91	57.14	49.03	58.59	40.31	36.67	53.45	69.43	74.25	22.56	39.36	49.04	12.08	0.00	13.04	47.27	20.10	29.83	31.11	21.21	40.85	39.56	50.16	
31.32	44.94	48.01	62.27	16.03	27.59	37.00	53.15	52.95	38.60	31.95	37.44	24.17	21.93	33.24	16.16	43.84	14.32	23.35	8.54	60.00	52.01	51.48	47.27	43.97	31.30	58.31	39.05	61.10	53.04	40.72	61.13	39.81	25.00	46.14	67.01	72.42	16.28	34.66	38.33	16.49	13.04	0.00	56.32	10.30	18.00	31.02	22.36	45.18	32.45	44.20	
34.66	34.18	46.49	47.00	40.85	48.80	23.35	12.04	26.08	56.30	62.97	43.57	41.23	39.00	23.09	57.14	52.33	46.53	33.24	51.62	52.35	61.10	37.66	13.04	12.37	26.08	22.36	29.68	38.12	55.36	64.64	32.39	37.59	67.80	64.01	57.01	58.22	49.93	49.41	72.92	58.00	47.27	56.32	0.00	55.01	63.81	36.80	37.74	21.93	56.08	57.71	
25.00	37.66	38.95	53.71	14.87	18.03	33.24	49.73	47.01	28.43	21.84	28.64	17.03	26.93	32.45	6.08	34.06	8.54	22.20	17.12	50.77	41.87	43.68	44.27	43.05	32.53	53.08	33.00	53.60	43.28	30.46	54.45	32.02	16.76	35.85	57.69	63.29	7.28	25.00	29.00	26.57	20.10	10.30	55.01	0.00	10.30	24.08	17.72	40.31	22.20	34.06	
31.32	42.05	40.26	55.54	24.84	20.02	41.15	57.38	52.61	26.42	16.28	31.14	23.41	37.16	41.87	6.71	33.62	17.69	31.83	26.17	51.26	39.41	47.10	52.33	52.20	42.52	59.23	39.05	57.14	42.49	25.50	59.03	36.01	7.00	31.83	57.78	63.69	13.89	25.71	20.62	34.23	29.83	18.00	63.81	10.30	0.00	29.83	26.08	47.13	20.12	31.91	
2.24	13.93	19.72	32.02	17.69	12.04	13.60	28.30	23.02	20.88	26.17	10.20	7.07	30.41	20.22	23.35	20.10	16.76	16.16	32.20	31.40	30.15	20.59	24.08	27.29	25.02	29.43	9.22	30.08	27.51	28.64	30.41	9.22	32.20	29.61	38.42	43.14	17.00	13.60	36.12	42.64	31.11	31.02	36.80	24.08	29.83	0.00	9.90	17.46	19.42	24.08	
9.43	23.32	29.41	41.87	7.81	15.13	15.52	32.02	30.59	27.02	28.23	19.24	6.00	21.19	16.40	19.42	28.46	9.22	8.06	22.47	41.23	38.33	30.23	26.57	26.25	18.97	36.06	16.76	39.36	36.67	33.38	38.90	19.10	30.41	36.01	48.27	53.04	12.21	20.22	38.01	32.80	21.21	22.36	37.74	17.72	26.08	9.90	0.00	23.00	23.35	31.40	
15.81	12.37	24.74	28.46	29.43	29.15	8.94	11.31	9.22	34.83	42.80	22.02	23.77	36.06	18.38	40.52	30.41	32.06	23.41	43.68	32.14	39.22	17.12	9.22	17.26	24.76	13.15	8.60	21.63	33.73	43.28	18.44	15.81	49.66	42.19	37.85	40.50	33.73	28.28	52.50	52.92	40.85	45.18	21.93	40.31	47.13	17.46	23.00	0.00	35.47	35.85	
21.63	26.40	21.02	36.22	28.07	8.25	33.02	46.75	38.01	6.40	7.62	14.32	17.46	43.10	38.63	16.97	13.60	21.59	31.40	38.08	31.32	19.80	29.61	43.19	46.65	42.20	45.18	26.91	39.32	22.36	10.05	42.45	20.59	18.11	13.93	37.70	43.66	17.09	7.62	17.03	48.30	39.56	32.45	56.08	22.20	20.12	19.42	23.35	35.47	0.00	12.04	
26.17	24.21	13.89	27.29	37.64	17.46	36.40	46.87	35.36	5.66	16.76	14.56	25.50	52.39	44.28	29.00	5.66	32.20	39.20	49.24	21.02	7.81	24.41	44.72	50.29	49.01	42.45	28.23	32.70	11.18	10.20	37.22	20.12	28.79	6.40	26.68	32.76	28.30	11.18	22.20	59.68	50.16	44.20	57.71	34.06	31.91	24.08	31.40	35.85	12.04	0.00	
